permaticker,ticker,cik,effective_from,effective_to,relationship_type,source,source_record_id,confidence,mapping_rationale,review_status
197210,SNDK,1000180,1995-11-08,2016-05-10,ticker_rename,sharadar_tickers.secfilings,permaticker:197210,high,traded as SNDK until renamed 2016-05-11 (ACTIONS tickerchangefrom),auto_high_precedence
197210,SNDK1,1000180,2016-05-11,2016-05-11,direct,sharadar_tickers.secfilings,permaticker:197210,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197217,PCYC,949699,1995-10-24,2015-05-22,direct,sharadar_tickers.secfilings,permaticker:197217,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197239,TTWO,946581,1997-04-15,,direct,sharadar_tickers.secfilings,permaticker:197239,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197253,WFR,945436,1995-07-14,2013-06-02,ticker_rename,sharadar_tickers.secfilings,permaticker:197253,high,traded as WFR until renamed 2013-06-03 (ACTIONS tickerchangefrom),auto_high_precedence
197253,SUNE,945436,2013-06-03,2016-04-26,ticker_rename,sharadar_tickers.secfilings,permaticker:197253,high,traded as SUNE until renamed 2016-04-27 (ACTIONS tickerchangefrom),auto_high_precedence
197253,SUNEQ,945436,2016-04-27,2017-12-29,direct,sharadar_tickers.secfilings,permaticker:197253,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197274,RMD,943819,1995-06-02,,direct,sharadar_tickers.secfilings,permaticker:197274,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197286,RON,941548,1995-07-05,1999-03-30,ticker_rename,sharadar_tickers.secfilings,permaticker:197286,high,traded as RON until renamed 1999-03-31 (ACTIONS tickerchangefrom),auto_high_precedence
197286,CAM,941548,1999-03-31,2016-03-31,ticker_rename,sharadar_tickers.secfilings,permaticker:197286,high,traded as CAM until renamed 2016-04-01 (ACTIONS tickerchangefrom),auto_high_precedence
197286,CAM2,941548,2016-04-01,2016-04-01,direct,sharadar_tickers.secfilings,permaticker:197286,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197289,DRI,940944,1995-05-09,,direct,sharadar_tickers.secfilings,permaticker:197289,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197300,LMT,936468,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:197300,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197302,SHPGY,936402,1998-03-25,2012-07-12,ticker_rename,sharadar_tickers.secfilings,permaticker:197302,high,traded as SHPGY until renamed 2012-07-13 (ACTIONS tickerchangefrom),auto_high_precedence
197302,SHPG,936402,2012-07-13,2019-01-07,direct,sharadar_tickers.secfilings,permaticker:197302,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197303,CIEN,936395,1997-02-07,,direct,sharadar_tickers.secfilings,permaticker:197303,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197305,DLTR,935703,1995-03-09,,direct,sharadar_tickers.secfilings,permaticker:197305,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197341,SWZA,931336,1996-04-17,2001-12-23,ticker_rename,sharadar_tickers.secfilings,permaticker:197341,high,traded as SWZA until renamed 2001-12-24 (ACTIONS tickerchangefrom),auto_high_precedence
197341,DF,931336,2001-12-24,2019-11-24,ticker_rename,sharadar_tickers.secfilings,permaticker:197341,high,traded as DF until renamed 2019-11-25 (ACTIONS tickerchangefrom),auto_high_precedence
197341,DFODQ,931336,2019-11-25,2021-06-02,direct,sharadar_tickers.secfilings,permaticker:197341,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197377,MCK,927653,1994-11-15,,direct,sharadar_tickers.secfilings,permaticker:197377,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197378,COF,927628,1994-11-16,,direct,sharadar_tickers.secfilings,permaticker:197378,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197383,DVA,927066,1995-10-31,,direct,sharadar_tickers.secfilings,permaticker:197383,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197439,PPL,922224,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:197439,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197445,PENN,921738,1994-05-26,,direct,sharadar_tickers.secfilings,permaticker:197445,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197459,LEN,920760,1987-11-05,,direct,sharadar_tickers.secfilings,permaticker:197459,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197469,LH,920148,1990-03-29,,direct,sharadar_tickers.secfilings,permaticker:197469,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197511,TSCO,916365,1994-02-18,,direct,sharadar_tickers.secfilings,permaticker:197511,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197513,MLM,916076,1994-02-17,,direct,sharadar_tickers.secfilings,permaticker:197513,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197514,ALB,915913,1994-02-22,,direct,sharadar_tickers.secfilings,permaticker:197514,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197515,AVB,915912,1994-03-11,,direct,sharadar_tickers.secfilings,permaticker:197515,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197533,IVZ,914208,1995-08-25,,direct,sharadar_tickers.secfilings,permaticker:197533,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197567,MAC,912242,1994-03-10,,direct,sharadar_tickers.secfilings,permaticker:197567,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197580,TDSC,910638,1990-11-05,2011-05-26,ticker_rename,sharadar_tickers.secfilings,permaticker:197580,high,traded as TDSC until renamed 2011-05-27 (ACTIONS tickerchangefrom),auto_high_precedence
197580,DDD,910638,2011-05-27,,direct,sharadar_tickers.secfilings,permaticker:197580,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197584,DECK,910521,1993-10-15,,direct,sharadar_tickers.secfilings,permaticker:197584,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197592,GMCR,909954,1993-09-27,2016-03-02,direct,sharadar_tickers.secfilings,permaticker:197592,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197593,COST,909832,1986-07-09,,direct,sharadar_tickers.secfilings,permaticker:197593,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197600,SIRI,908937,1994-09-13,,direct,sharadar_tickers.secfilings,permaticker:197600,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197616,NKTR,906709,1994-05-03,,direct,sharadar_tickers.secfilings,permaticker:197616,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197624,EQR,906107,1993-08-12,,direct,sharadar_tickers.secfilings,permaticker:197624,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197640,CPRT,900075,1994-03-17,,direct,sharadar_tickers.secfilings,permaticker:197640,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197642,ALXN,899866,1996-02-28,2021-07-21,direct,sharadar_tickers.secfilings,permaticker:197642,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197653,ALL,899051,1993-06-03,,direct,sharadar_tickers.secfilings,permaticker:197653,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197659,ORLY,898173,1993-04-23,,direct,sharadar_tickers.secfilings,permaticker:197659,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197671,INTU,896878,1993-03-22,,direct,sharadar_tickers.secfilings,permaticker:197671,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197681,ACE,896159,1993-03-26,2016-01-18,ticker_rename,sharadar_tickers.secfilings,permaticker:197681,high,traded as ACE until renamed 2016-01-19 (ACTIONS tickerchangefrom),auto_high_precedence
197681,CB,896159,2016-01-19,,direct,sharadar_tickers.secfilings,permaticker:197681,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197685,JAH,895655,1993-03-29,2016-04-15,direct,sharadar_tickers.secfilings,permaticker:197685,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197692,MWD,895421,1993-02-23,2005-12-28,ticker_rename,sharadar_tickers.secfilings,permaticker:197692,high,traded as MWD until renamed 2005-12-29 (ACTIONS tickerchangefrom),auto_high_precedence
197692,MS,895421,2005-12-29,,direct,sharadar_tickers.secfilings,permaticker:197692,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197693,CREE,895419,1993-02-09,2021-10-03,ticker_rename,sharadar_tickers.secfilings,permaticker:197693,high,traded as CREE until renamed 2021-10-04 (ACTIONS tickerchangefrom),auto_high_precedence
197693,WOLF,895419,2021-10-04,2025-09-28,ticker_rename,sharadar_tickers.secfilings,permaticker:197693,high,traded as WOLF until renamed 2025-09-29 (ACTIONS tickerchangefrom),auto_high_precedence
197693,WOLF2,895419,2025-09-29,2025-09-26,direct,sharadar_tickers.secfilings,permaticker:197693,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197696,CHK,895126,1993-02-16,2020-06-28,ticker_rename,sharadar_tickers.secfilings,permaticker:197696,high,traded as CHK until renamed 2020-06-29 (ACTIONS tickerchangefrom),auto_high_precedence
197696,CHKAQ,895126,2020-06-29,2021-02-10,share_class,sharadar_tickers.secfilings,permaticker:197696,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197730,PXP,891456,2002-12-18,2013-05-30,direct,sharadar_tickers.secfilings,permaticker:197730,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197733,CYPR,891288,1992-11-03,1998-01-01,ticker_rename,sharadar_tickers.secfilings,permaticker:197733,high,traded as CYPR until renamed 1998-01-02 (ACTIONS tickerchangefrom),auto_high_precedence
197733,CYP,891288,1998-01-02,1999-08-15,ticker_rename,sharadar_tickers.secfilings,permaticker:197733,high,traded as CYP until renamed 1999-08-16 (ACTIONS tickerchangefrom),auto_high_precedence
197733,QSC,891288,1999-08-16,2008-03-27,ticker_rename,sharadar_tickers.secfilings,permaticker:197733,high,traded as QSC until renamed 2008-03-28 (ACTIONS tickerchangefrom),auto_high_precedence
197733,QCOR,891288,2008-03-28,2014-08-14,direct,sharadar_tickers.secfilings,permaticker:197733,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197736,USAI,891103,1993-01-19,2003-06-22,ticker_rename,sharadar_tickers.secfilings,permaticker:197736,high,traded as USAI until renamed 2003-06-23 (ACTIONS tickerchangefrom),auto_high_precedence
197736,IACI,891103,2003-06-23,2016-03-01,ticker_rename,sharadar_tickers.secfilings,permaticker:197736,high,traded as IACI until renamed 2016-03-02 (ACTIONS tickerchangefrom),auto_high_precedence
197736,IAC,891103,2016-03-02,2020-06-30,ticker_rename,sharadar_tickers.secfilings,permaticker:197736,high,traded as IAC until renamed 2020-07-01 (ACTIONS tickerchangefrom),auto_high_precedence
197736,MTCH,891103,2020-07-01,,direct,sharadar_tickers.secfilings,permaticker:197736,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197771,KMP,888228,1992-07-30,2014-11-26,direct,sharadar_tickers.secfilings,permaticker:197771,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197790,GS,886982,1999-05-04,,direct,sharadar_tickers.secfilings,permaticker:197790,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197799,BBBY,886158,1992-06-05,2023-05-01,ticker_rename,sharadar_tickers.secfilings,permaticker:197799,high,traded as BBBY until renamed 2023-05-02 (ACTIONS tickerchangefrom),auto_high_precedence
197799,BBBYQ,886158,2023-05-02,2023-05-02,direct,sharadar_tickers.secfilings,permaticker:197799,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197802,FCEL,886128,1997-02-27,,direct,sharadar_tickers.secfilings,permaticker:197802,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197806,BSX,885725,1992-05-19,,direct,sharadar_tickers.secfilings,permaticker:197806,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197807,KSS,885639,1992-05-19,,direct,sharadar_tickers.secfilings,permaticker:197807,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197808,BVF,885590,1994-03-30,2010-09-27,ticker_rename,sharadar_tickers.secfilings,permaticker:197808,high,traded as BVF until renamed 2010-09-28 (ACTIONS tickerchangefrom),auto_high_precedence
197808,VRX,885590,2010-09-28,2018-07-16,ticker_rename,sharadar_tickers.secfilings,permaticker:197808,high,traded as VRX until renamed 2018-07-17 (ACTIONS tickerchangefrom),auto_high_precedence
197808,BHC,885590,2018-07-17,,direct,sharadar_tickers.secfilings,permaticker:197808,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197821,PX,884905,1992-06-17,2018-10-29,ticker_rename,sharadar_tickers.secfilings,permaticker:197821,high,traded as PX until renamed 2018-10-30 (ACTIONS tickerchangefrom),auto_high_precedence
197821,PX1,884905,2018-10-30,2018-10-30,direct,sharadar_tickers.secfilings,permaticker:197821,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197822,RCL,884887,1993-04-28,,direct,sharadar_tickers.secfilings,permaticker:197822,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197845,SNPS,883241,1992-02-26,,direct,sharadar_tickers.secfilings,permaticker:197845,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197849,ROP,882835,1992-02-13,,direct,sharadar_tickers.secfilings,permaticker:197849,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197856,DHI,882184,1992-06-05,,direct,sharadar_tickers.secfilings,permaticker:197856,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197859,GILD,882095,1992-01-22,,direct,sharadar_tickers.secfilings,permaticker:197859,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197897,INCY,879169,1993-11-04,,direct,sharadar_tickers.secfilings,permaticker:197897,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197900,ODFL,878927,1991-10-24,,direct,sharadar_tickers.secfilings,permaticker:197900,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197912,CTXS,877890,1995-12-08,2022-09-29,direct,sharadar_tickers.secfilings,permaticker:197912,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197931,VRTX,875320,1991-07-24,,direct,sharadar_tickers.secfilings,permaticker:197931,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197934,XL,875159,1991-07-19,2018-09-10,ticker_rename,sharadar_tickers.secfilings,permaticker:197934,high,traded as XL until renamed 2018-09-11 (ACTIONS tickerchangefrom),auto_high_precedence
197934,XL1,875159,2018-09-11,2018-09-11,direct,sharadar_tickers.secfilings,permaticker:197934,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197935,IDPH,875045,1991-09-17,2003-11-11,ticker_rename,sharadar_tickers.secfilings,permaticker:197935,high,traded as IDPH until renamed 2003-11-12 (ACTIONS tickerchangefrom),auto_high_precedence
197935,BIIB,875045,2003-11-12,,direct,sharadar_tickers.secfilings,permaticker:197935,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197940,HIG,874766,1995-12-15,,direct,sharadar_tickers.secfilings,permaticker:197940,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197942,IDXX,874716,1991-06-24,,direct,sharadar_tickers.secfilings,permaticker:197942,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197948,STRL,874238,1995-08-22,,direct,sharadar_tickers.secfilings,permaticker:197948,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197951,ISIP,874015,1991-05-17,2002-03-31,ticker_rename,sharadar_tickers.secfilings,permaticker:197951,high,traded as ISIP until renamed 2002-04-01 (ACTIONS tickerchangefrom),auto_high_precedence
197951,ISIS,874015,2002-04-01,2016-01-20,ticker_rename,sharadar_tickers.secfilings,permaticker:197951,high,traded as ISIS until renamed 2016-01-21 (ACTIONS tickerchangefrom),auto_high_precedence
197951,IONS,874015,2016-01-21,,direct,sharadar_tickers.secfilings,permaticker:197951,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197955,AVII,873303,1997-06-04,2012-07-15,ticker_rename,sharadar_tickers.secfilings,permaticker:197955,high,traded as AVII until renamed 2012-07-16 (ACTIONS tickerchangefrom),auto_high_precedence
197955,SRPT,873303,2012-07-16,,direct,sharadar_tickers.secfilings,permaticker:197955,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197961,REGN,872589,1991-04-02,,direct,sharadar_tickers.secfilings,permaticker:197961,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197990,SPWR,867773,2005-11-17,2008-09-29,ticker_rename,sharadar_tickers.secfilings,permaticker:197990,high,traded as SPWR until renamed 2008-09-30 (ACTIONS tickerchangefrom),auto_high_precedence
197990,SPWRA,867773,2008-09-30,2011-11-16,ticker_rename,sharadar_tickers.secfilings,permaticker:197990,high,traded as SPWRA until renamed 2011-11-17 (ACTIONS tickerchangefrom),auto_high_precedence
197990,SPWRQ,867773,2011-11-17,2024-08-15,direct,sharadar_tickers.secfilings,permaticker:197990,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197997,AZO,866787,1991-04-02,,direct,sharadar_tickers.secfilings,permaticker:197997,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198003,FLEX,866374,1994-03-18,,direct,sharadar_tickers.secfilings,permaticker:198003,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198010,HANS,865752,1995-08-18,2012-01-08,ticker_rename,sharadar_tickers.secfilings,permaticker:198010,high,traded as HANS until renamed 2012-01-09 (ACTIONS tickerchangefrom),auto_high_precedence
198010,MNST,865752,2012-01-09,,direct,sharadar_tickers.secfilings,permaticker:198010,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198012,WFMI,865436,1992-01-23,2011-05-08,ticker_rename,sharadar_tickers.secfilings,permaticker:198012,high,traded as WFMI until renamed 2011-05-09 (ACTIONS tickerchangefrom),auto_high_precedence
198012,WFM,865436,2011-05-09,2017-08-28,direct,sharadar_tickers.secfilings,permaticker:198012,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198027,PETM,863157,1993-07-23,2015-03-11,direct,sharadar_tickers.secfilings,permaticker:198027,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198045,BEAV,861361,1990-04-25,2017-04-12,direct,sharadar_tickers.secfilings,permaticker:198045,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198048,HCA,860730,2011-03-10,,direct,sharadar_tickers.secfilings,permaticker:198048,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198061,CSCO,858877,1990-03-26,,direct,sharadar_tickers.secfilings,permaticker:198061,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198066,COG,858470,1990-02-08,2021-10-03,ticker_rename,sharadar_tickers.secfilings,permaticker:198066,high,traded as COG until renamed 2021-10-04 (ACTIONS tickerchangefrom),auto_high_precedence
198066,CTRA,858470,2021-10-04,2026-05-06,direct,sharadar_tickers.secfilings,permaticker:198066,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198076,POT,855931,1990-01-12,2017-12-29,direct,sharadar_tickers.secfilings,permaticker:198076,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198097,MHK,851968,1992-04-01,,direct,sharadar_tickers.secfilings,permaticker:198097,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198103,AGN,850693,1989-06-21,2015-03-15,ticker_rename,sharadar_tickers.secfilings,permaticker:198103,high,traded as AGN until renamed 2015-03-16 (ACTIONS tickerchangefrom),auto_high_precedence
198103,AGN1,850693,2015-03-16,2015-03-16,direct,sharadar_tickers.secfilings,permaticker:198103,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198109,Z,850209,1986-01-01,2003-03-30,ticker_rename,sharadar_tickers.secfilings,permaticker:198109,high,traded as Z until renamed 2003-03-31 (ACTIONS tickerchangefrom),auto_high_precedence
198109,FL,850209,2003-03-31,2025-09-05,direct,sharadar_tickers.secfilings,permaticker:198109,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198116,SYMC,849399,1990-03-26,2019-11-04,ticker_rename,sharadar_tickers.secfilings,permaticker:198116,high,traded as SYMC until renamed 2019-11-05 (ACTIONS tickerchangefrom),auto_high_precedence
198116,NLOK,849399,2019-11-05,2022-11-07,ticker_rename,sharadar_tickers.secfilings,permaticker:198116,high,traded as NLOK until renamed 2022-11-08 (ACTIONS tickerchangefrom),auto_high_precedence
198116,GEN,849399,2022-11-08,,direct,sharadar_tickers.secfilings,permaticker:198116,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198178,WLT,837173,1995-03-21,2015-07-14,ticker_rename,sharadar_tickers.secfilings,permaticker:198178,high,traded as WLT until renamed 2015-07-15 (ACTIONS tickerchangefrom),auto_high_precedence
198178,WLTG,837173,2015-07-15,2015-07-16,ticker_rename,sharadar_tickers.secfilings,permaticker:198178,high,traded as WLTG until renamed 2015-07-17 (ACTIONS tickerchangefrom),auto_high_precedence
198178,WLTGQ,837173,2015-07-17,2019-06-28,direct,sharadar_tickers.secfilings,permaticker:198178,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198189,BMC,835729,1988-08-12,2013-09-10,direct,sharadar_tickers.secfilings,permaticker:198189,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198202,SIGY,832988,1994-11-01,2004-11-15,ticker_rename,sharadar_tickers.secfilings,permaticker:198202,high,traded as SIGY until renamed 2004-11-16 (ACTIONS tickerchangefrom),auto_high_precedence
198202,SIG,832988,2004-11-16,,direct,sharadar_tickers.secfilings,permaticker:198202,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198214,FCX,831259,1995-07-10,,direct,sharadar_tickers.secfilings,permaticker:198214,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198215,TRV,831001,1986-01-01,1998-11-11,ticker_rename,sharadar_tickers.secfilings,permaticker:198215,high,traded as TRV until renamed 1998-11-12 (ACTIONS tickerchangefrom),auto_high_precedence
198215,CCI,831001,1998-11-12,1998-12-03,ticker_rename,sharadar_tickers.secfilings,permaticker:198215,high,traded as CCI until renamed 1998-12-04 (ACTIONS tickerchangefrom),auto_high_precedence
198215,C,831001,1998-12-04,,direct,sharadar_tickers.secfilings,permaticker:198215,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198229,SBUX,829224,1992-06-26,,direct,sharadar_tickers.secfilings,permaticker:198229,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198241,MCHP,827054,1993-03-19,,direct,sharadar_tickers.secfilings,permaticker:198241,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198242,EIX,827052,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:198242,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198249,DELL,826083,1988-06-22,2013-10-28,ticker_rename,sharadar_tickers.secfilings,permaticker:198249,high,traded as DELL until renamed 2013-10-29 (ACTIONS tickerchangefrom),auto_high_precedence
198249,DELL1,826083,2013-10-29,2013-10-29,direct,sharadar_tickers.secfilings,permaticker:198249,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198260,WMI,823768,1991-09-30,2009-08-05,ticker_rename,sharadar_tickers.secfilings,permaticker:198260,high,traded as WMI until renamed 2009-08-06 (ACTIONS tickerchangefrom),auto_high_precedence
198260,WM,823768,2009-08-06,,direct,sharadar_tickers.secfilings,permaticker:198260,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198273,PHM,822416,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:198273,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198278,EOG,821189,1989-10-04,,direct,sharadar_tickers.secfilings,permaticker:198278,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198289,IIVI,820318,1990-03-26,2022-09-07,ticker_rename,sharadar_tickers.secfilings,permaticker:198289,high,traded as IIVI until renamed 2022-09-08 (ACTIONS tickerchangefrom),auto_high_precedence
198289,COHR,820318,2022-09-08,,direct,sharadar_tickers.secfilings,permaticker:198289,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198290,APH,820313,1991-11-08,,direct,sharadar_tickers.secfilings,permaticker:198290,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198293,AMP,820027,2005-09-15,,direct,sharadar_tickers.secfilings,permaticker:198293,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198309,TDC,816761,2007-10-02,,direct,sharadar_tickers.secfilings,permaticker:198309,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198310,CELG,816284,1990-03-26,2019-11-20,direct,sharadar_tickers.secfilings,permaticker:198310,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198314,CCL,815097,1989-01-05,,direct,sharadar_tickers.secfilings,permaticker:198314,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198315,ABMD,815094,1987-07-30,2022-12-21,direct,sharadar_tickers.secfilings,permaticker:198315,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198325,FIC,814547,1992-02-25,2009-08-18,ticker_rename,sharadar_tickers.secfilings,permaticker:198325,high,traded as FIC until renamed 2009-08-19 (ACTIONS tickerchangefrom),auto_high_precedence
198325,FICO,814547,2009-08-19,,direct,sharadar_tickers.secfilings,permaticker:198325,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198326,NWL,814453,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:198326,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198331,VIA,2041610,1990-06-14,2005-12-04,ticker_rename,sharadar_tickers.secfilings,permaticker:198331,high,traded as VIA until renamed 2005-12-05 (ACTIONS tickerchangefrom),auto_high_precedence
198331,CBS,2041610,2005-12-05,2019-12-05,ticker_rename,sharadar_tickers.secfilings,permaticker:198331,high,traded as CBS until renamed 2019-12-06 (ACTIONS tickerchangefrom),auto_high_precedence
198331,VIAC,2041610,2019-12-06,2022-02-16,ticker_rename,sharadar_tickers.secfilings,permaticker:198331,high,traded as VIAC until renamed 2022-02-17 (ACTIONS tickerchangefrom),auto_high_precedence
198331,PARA,2041610,2022-02-17,2025-08-06,ticker_rename,sharadar_tickers.secfilings,permaticker:198331,high,traded as PARA until renamed 2025-08-07 (ACTIONS tickerchangefrom),auto_high_precedence
198331,PSKY,2041610,2025-08-07,,direct,sharadar_tickers.secfilings,permaticker:198331,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
198336,CDN,813672,1990-03-26,2005-08-30,ticker_rename,sharadar_tickers.secfilings,permaticker:198336,high,traded as CDN until renamed 2005-08-31 (ACTIONS tickerchangefrom),auto_high_precedence
198336,CDNS,813672,2005-08-31,,direct,sharadar_tickers.secfilings,permaticker:198336,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
